paperid,doi,shortnormname,soundex,normname,magid,s2id,lvl0,lvl1,affid
2118563017,10.3115/1218955.1219014,awu,A530,andi wu,2634843023,40046594,"","",204321447
2605127006,10.1145/3033288.3033295,awu,W000,ao wu,2128435952,2647592,76569877,15744967,154945302
2605127006,10.1145/3033288.3033295,awu,W000,ao wu,2128435952,2647592,"","",178980831
2605127006,10.1145/3033288.3033295,awu,W000,ao wu,2128435952,2647592,"","",28490314
2884460986,10.1145/3230718.3230724,ahu,A452,alan j hu,2001625928,1741933,141945490,41008148,31258907
1550236514,10.1007/978-3-642-31567-1_18,aayoub,A261,ashraf ayoub,2069360286,153084029,7882870,41008148,31972630
1996230409,10.1145/2461446.2461463,aayoub,A531,anaheed ayoub,1983713044,40422887,79576946,41008148,120314980
1996230409,10.1145/2461446.2461463,aayoub,A531,anaheed ayoub,1983713044,40422887,"","",38652104
2037131679,10.1145/2660129.2660149,aabu,A532,amuda james abu,2228658511,1993759,200769079,41008148,31258907
2084730628,10.1137/s0036142999354083,ayip,A535,andy m yip,2171023569,1955191,"",33923547,125565743
2084730628,10.1137/s0036142999354083,ayip,A535,andy m yip,2171023569,1955191,"","",202444582
2160036998,10.1145/1233321.1233324,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,124101348
2511050824,10.14236/ewic/ics2016.5,afay,A425,alexander fay,2129049955,145649766,"",127413603,38652104
2059198438,10.1007/bf02657913,ahoff,A100,a hoff,2627645657,40470250,130769515,192562407,115704247
2122421112,10.1109/icdm.2005.122,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,77088390
2169252872,10.1109/aina.2011.98,aabu,A532,amuda james abu,2228658511,1993759,108108428,41008148,120314980
2169252872,10.1109/aina.2011.98,aabu,A532,amuda james abu,2228658511,1993759,"","",31258907
2556992067,10.1007/s11042-016-4074-y,ap,A622,arockia jansi rani p,2273656255,65826297,182997119,41008148,80444323
2741969331,10.1145/3090354.3090416,aafia,A134,abdellatif el afia,392158256,2693715,126477371,41008148,124101348
1988811971,10.1109/ucc.2014.89,awafai,A561,amer wafai,2634392304,1931247,"",41008148,459310
1988811971,10.1109/ucc.2014.89,awafai,A561,amer wafai,2634392304,1931247,"","",120314980
2059900053,10.1145/1150402.1150504,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,124101348
2736839857,10.1145/3107514.3107532,aivie,A531,andy ivie,2736960313,101931856,"",127413603,49774154
2736839857,10.1145/3107514.3107532,aivie,A531,andy ivie,2736960313,101931856,"","",21547014
1145378817,10.1007/s10208-015-9279-3,aioffe,A425,alexander d ioffe,2259961498,2115820,174306211,33923547,28826006
1145378817,10.1007/s10208-015-9279-3,aioffe,A425,alexander d ioffe,2259961498,2115820,"","",134306372
2105510466,10.1109/icdm.2005.79,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,124101348
2117727263,10.1016/j.artmed.2007.11.006,abui,A423,alex a t bui,2103684945,144217742,161318765,41008148,149635348
2227480902,10.1007/978-3-319-25789-1_11,awebb,A510,aimee webb,2650448210,144736714,45129253,41008148,28490314
2227480902,10.1007/978-3-319-25789-1_11,awebb,A510,aimee webb,2650448210,144736714,"","",154945302
2227480902,10.1007/978-3-319-25789-1_11,awebb,A510,aimee webb,2650448210,144736714,"","",119857082
2611323361,10.1007/s10107-017-1158-z,apia,A416,alberto del pia,2295124250,2095154,135310074,33923547,118615104
2611323361,10.1007/s10107-017-1158-z,apia,A416,alberto del pia,2295124250,2095154,"","",114614502
2898706712,10.1007/s11036-018-1138-4,abui,A531,anh tu bui,2736545203,46960433,142732210,41008148,120314980
1966374596,10.1007/s11277-006-9062-5,abo,A100,ai bo,2307044241,48191764,"",41008148,65244806
2086262824,10.1109/ipdpsw.2014.100,apaya,A251,ashkan paya,2102202433,38133124,106165777,41008148,149635348
2086262824,10.1109/ipdpsw.2014.100,apaya,A251,ashkan paya,2102202433,38133124,"","",120314980
2093699808,10.1109/icpr.2010.820,aibba,A425,alessandro ibba,2223156006,34415737,98358874,33923547,178980831
2093699808,10.1109/icpr.2010.820,aibba,A425,alessandro ibba,2223156006,34415737,"","",154945302
2375988938,10.1016/j.cie.2016.05.026,abo,A100,ai bo,2536908034,48191764,151727225,127413603,126255220
2889031479,10.1145/3236112.3236130,apyae,A521,aung pyae,2435878974,2740374,155660961,41008148,136764020
2909282610,10.1145/3292147.3292192,apyae,A521,aung pyae,2435878974,2740374,155660961,15744967,77805123
2034609847,10.1016/0167-6911(86)90098-8,abhaya,A531,amit bhaya,318060835,47864277,95457486,33923547,125565743
2034609847,10.1016/0167-6911(86)90098-8,abhaya,A531,amit bhaya,318060835,47864277,"","",114614502
2041201586,10.1145/2379636.2379685,abia,A425,alejandro bia,2485461425,2180791,"",41008148,136764020
2063820991,10.1504/ijitm.2002.001198,aip,A536,andrew w h ip,2119154318,2582463,14243506,41008148,56739046
2063820991,10.1504/ijitm.2002.001198,aip,A536,andrew w h ip,2119154318,2582463,"","",195094911
2086647637,10.1109/wacv.2015.11,abue,A423,alessio del bue,2053238798,8955013,"",41008148,154945302
2086647637,10.1109/wacv.2015.11,abue,A423,alessio del bue,2053238798,8955013,"","",178980831
2086647637,10.1109/wacv.2015.11,abue,A423,alessio del bue,2053238798,8955013,"","",31972630
2108901586,10.1504/ijscc.2012.050822,abui,A451,alain bui,2106754222,145475754,"",127413603,539667460
2108901586,10.1504/ijscc.2012.050822,abui,A451,alain bui,2106754222,145475754,"","",201995342
2138518887,10.1109/icdmw.2006.53,aabe,A256,akinori abe,2616806934,39596534,"",41008148,56739046
2138518887,10.1109/icdmw.2006.53,aabe,A256,akinori abe,2616806934,39596534,"","",159110408
2148518536,10.1109/dft.2009.20,abawa,A235,asad amin bawa,2052204172,2395174,86519309,41008148,173608175
2736110161,10.1145/3077548.3080529,ahoff,A636,arthur van hoff,2736151928,2372651,"",41008148,49774154
2889257173,10.1145/3239283.3239297,awibowo,A610,arie wibowo,2144984272,145562406,29617571,41008148,154945302
2889257173,10.1145/3239283.3239297,awibowo,A610,arie wibowo,2144984272,145562406,"","",178980831
1993793080,10.1007/bf02341818,awahba,A551,ayman wahba,2146162090,2919465,"",41008148,11413529
2002463760,10.1016/j.eswa.2011.11.028,awahab,A134,abdul wahab,2158909314,143969300,121243025,41008148,28490314
2009882125,10.1109/hisb.2012.30,abui,A423,alex a t bui,2103684945,144217742,161318765,41008148,119857082
2009882125,10.1109/hisb.2012.30,abui,A423,alex a t bui,2103684945,144217742,"","",154945302
2009882125,10.1109/hisb.2012.30,abui,A423,alex a t bui,2103684945,144217742,"","",2522767166
2029933262,10.3115/991635.991686,ahoof,A251,a j m van hoof,2274233744,144180774,"",41008148,199360897
2029933262,10.3115/991635.991686,ahoof,A251,a j m van hoof,2274233744,144180774,"","",41895202
2032706947,10.1016/j.camwa.2004.06.025,aouahabi,A134,a ouahabi,2222113988,143708219,98525489,33923547,134306372
2145764405,10.1109/bigdata.congress.2014.13,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,114614502
2145764405,10.1109/bigdata.congress.2014.13,afu,A321,ada waichee fu,2165551961,1699363,"","",80444323
2295436204,10.1007/s11263-016-0898-1,afoi,A425,alessandro foi,2038193076,49390793,129409704,33923547,31972630
2295436204,10.1007/s11263-016-0898-1,afoi,A425,alessandro foi,2038193076,49390793,"","",154945302
2619010033,10.14778/3099622.3099625,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,80444323
2909187144,10.1145/3292147.3292236,apyae,A521,aung pyae,2435878974,2740374,57093077,15744967,136764020
1734988190,10.1007/3-540-44869-1_75,apaya,A535,antonio soriano paya,2082656278,1784299,1323252656,41008148,154945302
2001907691,10.1007/bf03042326,aabe,A256,akinori abe,2616806934,39596534,1339993747,41008148,154945302
2007770187,10.1504/ijcistudies.2014.067034,abai,A531,anita bai,2119855120,3209434,16292982,41008148,154945302
2007770187,10.1504/ijcistudies.2014.067034,abai,A531,anita bai,2119855120,3209434,"","",178980831
2007770187,10.1504/ijcistudies.2014.067034,abai,A531,anita bai,2119855120,3209434,"","",124101348
2086460282,10.1109/icece.2010.139,ahope,A310,a d hope,2661286750,120683780,"",127413603,133731056
1978766369,10.1145/1168987.1169007,ahub,A536,andreas hub,2041293941,1908525,100066346,41008148,154945302
1978766369,10.1145/1168987.1169007,ahub,A536,andreas hub,2041293941,1908525,"","",31972630
2036668013,10.1145/1013367.1013479,ayip,A100,a yip,2312515313,79494991,185261750,41008148,23123220
2036668013,10.1145/1013367.1013479,ayip,A100,a yip,2312515313,79494991,"","",136764020
2099519519,10.1109/tkde.2008.52,afu,A210,a waichee fu,2701341920,1699363,177725633,41008148,124101348
2146412016,10.1109/sc.2010.7,avo,A510,anh vo,2110205775,144377377,223532165,41008148,120314980
2279977256,10.1109/icdmw.2015.154,aabe,A256,akinori abe,2616806934,39596534,159385669,41008148,204321447
2279977256,10.1109/icdmw.2015.154,aabe,A256,akinori abe,2616806934,39596534,"","",154945302
2764587448,10.14778/2536336.2536346,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,118615104
2764587448,10.14778/2536336.2536346,afu,A321,ada waichee fu,2165551961,1699363,"","",80444323
2017211472,10.1016/j.neucom.2009.05.003,abhaya,A531,amit bhaya,318060835,3162283,122140584,33923547,126255220
2034397885,10.1145/1531743.1531765,abui,A423,alex a t bui,2103684945,144217742,161318765,41008148,31972630
1978972832,10.1007/s00446-007-0030-4,abui,A451,alain bui,2106754222,145475754,"","",11413529
2034397885,10.1145/1531743.1531765,abui,A423,alex a t bui,2103684945,144217742,"","",154945302
2036241059,10.1023/b:elec.0000037084.47630.4c,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,38652104
2099677676,10.1177/003754978704800502,awahab,A531,ahmed f a wahab,2120408346,145799221,80693520,127413603,117671659
2099677676,10.1177/003754978704800502,awahab,A531,ahmed f a wahab,2120408346,145799221,"","",201995342
2964106788,10.1145/3336144,awebb,A536,andrew m webb,2951639886,1863950,277688954,41008148,58640448
1515599201,10.1007/978-3-540-30497-5_112,ayip,A535,andy m yip,2171023569,1955191,161318765,41008148,124101348
1984872909,10.1016/0167-8655(90)90014-s,apai,A210,a g pai,2225762154,1979532,36893310,33923547,11413529
2062062112,10.1016/j.is.2009.10.006,afu,A321,ada waichee fu,2637698558,1699363,177725633,41008148,23123220
2062062112,10.1016/j.is.2009.10.006,afu,A321,ada waichee fu,2637698558,1699363,"","",199360897
2164431268,10.1109/icess.2008.54,afu,A531,andi fu,2580271856,2054132,24185976,41008148,105795698
2164431268,10.1109/icess.2008.54,afu,A531,andi fu,2580271856,2054132,"","",11413529
2321682214,10.1155/2016/6752671,aabu,A553,aminudin abu,2227361695,34650534,4576418,127413603,65244806
2321682214,10.1155/2016/6752671,aabu,A553,aminudin abu,2227361695,34650534,"","",171146098
2343781583,10.1007/s11276-016-1277-0,afu,F550,anmin fu,2681564164,1816622,36399199,41008148,31258907
2941791230,10.1145/3290605.3300291,ahope,A422,alexis hope,2228271813,34851394,63966007,144024400,39549134
1546497351,10.1007/978-3-642-03770-2_43,avo,A510,anh vo,2110205775,144377377,223532165,41008148,173608175
2111680152,10.1109/tkde.2005.111,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,23123220
2111680152,10.1109/tkde.2005.111,afu,A321,ada waichee fu,2165551961,1699363,"","",124101348
2136367046,10.1177/003754978704800504,awahab,A531,ahmed f a wahab,2120408346,145799221,80693520,127413603,117671659
2611962417,10.1145/3025453.3025869,aayobi,A531,amid ayobi,2406149228,3396079,45129253,15744967,75630572
2794727622,10.1007/s11277-018-5634-4,afu,A551,anmin fu,2136066952,1816622,36399199,41008148,38652104
1984030024,10.1109/hicss.2013.425,awahbeh,A134,abdullah wahbeh,1976943378,1390578625,125467818,41008148,56739046
1993805974,10.1016/j.engappai.2014.10.005,afay,A425,alexander fay,2129049955,145649766,190134885,41008148,154945302
1993805974,10.1016/j.engappai.2014.10.005,afay,A425,alexander fay,2129049955,145649766,"","",201995342
2032259349,10.1109/wacv.2011.5711570,abue,A423,alessio del bue,2053238798,8955013,"",41008148,154945302
2032259349,10.1109/wacv.2011.5711570,abue,A423,alessio del bue,2053238798,8955013,"","",31972630
2042035594,10.1145/312129.312199,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,154945302
2042035594,10.1145/312129.312199,afu,A321,ada waichee fu,2165551961,1699363,"","",124101348
2042035594,10.1145/312129.312199,afu,A321,ada waichee fu,2165551961,1699363,"","",178980831
2137950685,10.1109/icnc.2009.268,afu,A410,ali fu,2223876622,2154861,88830068,33923547,178980831
2137950685,10.1109/icnc.2009.268,afu,A410,ali fu,2223876622,2154861,"","",154945302
2145957360,10.1007/s00778-011-0230-1,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,124101348
2145957360,10.1007/s00778-011-0230-1,afu,A321,ada waichee fu,2165551961,1699363,"","",11413529
2160434146,10.1145/2505906.2505912,ayahyavi,A561,amir yahyavi,2086616347,1795092,5023651,41008148,108827166
2160434146,10.1145/2505906.2505912,ayahyavi,A561,amir yahyavi,2086616347,1795092,"","",38652104
2799786015,10.1145/3175628.3175656,aabyaa,A161,abir abyaa,2564094505,8543205,126477371,41008148,154945302
2799786015,10.1145/3175628.3175656,aabyaa,A161,abir abyaa,2564094505,8543205,"","",204321447
1581871466,10.1007/978-3-642-34478-7_47,awahab,A134,abdul wahab,2158909314,143969300,4164984,41008148,28490314
1966409895,10.1504/ijitm.2006.010114,aip,A536,andrew w h ip,2119154318,2582463,14243506,127413603,42475967
1966409895,10.1504/ijitm.2006.010114,aip,A536,andrew w h ip,2119154318,2582463,"","",195094911
2021833986,10.1109/hisb.2012.10,abui,A423,alex a t bui,2103684945,144217742,161318765,41008148,154945302
2021833986,10.1109/hisb.2012.10,abui,A423,alex a t bui,2103684945,144217742,"","",119857082
2021833986,10.1109/hisb.2012.10,abui,A423,alex a t bui,2103684945,144217742,"","",124101348
2046183160,10.1109/pact.2011.64,avo,A510,anh vo,2110205775,144377377,223532165,41008148,173608175
2046183160,10.1109/pact.2011.64,avo,A510,anh vo,2110205775,144377377,"","",120314980
2049017482,10.1145/1926180.1926209,ahope,A422,alexis hope,2227295432,34851394,201448701,41008148,19527891
2049017482,10.1145/1926180.1926209,ahope,A422,alexis hope,2227295432,34851394,"","",44154836
2060092769,10.1007/s11265-008-0205-7,ayip,A535,andy m yip,2171023569,1955191,165932596,41008148,70721500
2060092769,10.1007/s11265-008-0205-7,ayip,A535,andy m yip,2171023569,1955191,"","",60644358
2135783447,10.1109/iscc.2011.5984029,abui,A451,alain bui,2106754222,145475754,195731000,41008148,31258907
2135783447,10.1109/iscc.2011.5984029,abui,A451,alain bui,2106754222,145475754,"","",120314980
2135783447,10.1109/iscc.2011.5984029,abui,A451,alain bui,2106754222,145475754,"","",11413529
2727071891,10.1109/secm.2017.2,abia,A425,alejandro bia,2065858576,2180791,"",41008148,115903868
2793985877,10.1007/s10796-018-9842-y,avo,A100,au vo,2789951932,144007552,71838634,41008148,2522767166
1978500707,10.1109/latw.2011.5985916,abui,A451,alain bui,2106754222,145475754,"",127413603,11413529
2011005495,10.1109/tsp.2010.2046698,avo,A510,an vo,2128574788,1703812,1327576362,33923547,28826006
2011005495,10.1109/tsp.2010.2046698,avo,A510,an vo,2128574788,1703812,"","",105795698
2060103825,10.1016/j.jcta.2004.08.005,afu,A551,amy m fu,2144775945,3287156,205237279,33923547,114614502
2099270084,10.1016/j.advengsoft.2003.07.002,aibba,A100,a ibba,2807591356,11284534,55143463,33923547,126255220
2099270084,10.1016/j.advengsoft.2003.07.002,aibba,A100,a ibba,2807591356,11284534,"","",65244806
2099270084,10.1016/j.advengsoft.2003.07.002,aibba,A100,a ibba,2807591356,11284534,"","",126794175
2117431273,10.1109/tnn.2008.2007906,awahab,A134,abdul wahab,2158909314,143969300,172675005,41008148,154945302
2117431273,10.1109/tnn.2008.2007906,awahab,A134,abdul wahab,2158909314,143969300,"","",119857082
2016639316,10.1016/j.camwa.2012.03.039,aouahab,A134,abdelghani ouahab,2141530038,143732472,98525489,33923547,134306372
2043697603,10.1109/icdcs.2013.62,ayahyavi,A561,amir yahyavi,2086616347,1795092,5023651,41008148,120314980
2043697603,10.1109/icdcs.2013.62,ayahyavi,A561,amir yahyavi,2086616347,1795092,"","",38652104
2154457457,10.1109/ifita.2009.285,abao,A100,ai bao,2353679624,121133796,"",121332964,65244806
2030977128,10.1109/tcbb.2007.1022,ayip,A535,andy m yip,2171023569,81978519,165932596,41008148,124101348
2065156403,10.1145/1185448.1185546,ayap,A425,alexander y yap,2117073168,1916134,170164250,41008148,40700
2069740814,10.1007/s10107-013-0634-3,apia,A416,alberto del pia,2295124250,2095154,35440088,33923547,114614502
2069740814,10.1007/s10107-013-0634-3,apia,A416,alberto del pia,2295124250,2095154,"","",118615104
2076362813,10.1016/0167-9317(93)90005-p,aouabbou,A100,a ouabbou,1972243005,92693135,1294671590,185592680,120665830
2076362813,10.1016/0167-9317(93)90005-p,aouabbou,A100,a ouabbou,1972243005,92693135,"","",49040817
2098055897,10.1145/2741948.2741955,ahof,A425,alexander vant hof,2230035587,144288636,78577930,41008148,111919701
2098055897,10.1145/2741948.2741955,ahof,A425,alexander vant hof,2230035587,144288636,"","",149635348
2885001339,10.1145/3230905.3230963,aafia,A134,abdellatif el afia,392158256,2693715,126477371,41008148,126255220
2898232362,10.1145/3270316.3270607,apyae,A521,aung pyae,2435878974,2740374,155660961,15744967,75630572
2162486789,10.1109/gcc.2010.86,abao,A100,aihua bao,2491196821,48318785,"",41008148,124101348
2162486789,10.1109/gcc.2010.86,abao,A100,aihua bao,2491196821,48318785,"","",23123220
1808403244,10.1007/11537908_20,apiah,A136,abd rahni mt piah,2002665325,7328318,139322472,33923547,28826006
1808403244,10.1007/11537908_20,apiah,A136,abd rahni mt piah,2002665325,7328318,"","",126794175
2004576017,10.1145/1921081.1921106,abui,A423,alex a t bui,2103684945,144217742,161318765,127413603,79403827
2004576017,10.1145/1921081.1921106,abui,A423,alex a t bui,2103684945,144217742,"","",149635348
2016237014,10.1145/330382.330390,ahevia,A425,alejandro hevia,2167224813,34673995,69737025,41008148,113775141
2016237014,10.1145/330382.330390,ahevia,A425,alejandro hevia,2167224813,34673995,"","",80444323
2059770953,10.1016/s0168-874x(01)00076-2,aayoub,A261,ashraf ayoub,2974359868,144691180,97018004,33923547,134306372
2059770953,10.1016/s0168-874x(01)00076-2,aayoub,A261,ashraf ayoub,2974359868,144691180,"","",2524010
2079395340,10.1109/dft.2012.6378193,abawa,A235,asad amin bawa,2052204172,2395174,86519309,127413603,24326235
2079395340,10.1109/dft.2012.6378193,abawa,A235,asad amin bawa,2052204172,2395174,"","",11413529
2111032378,10.1155/2014/376781,aayob,A131,afida ayob,2096551586,47922954,885383172,127413603,24326235
2111032378,10.1155/2014/376781,aayob,A131,afida ayob,2096551586,47922954,"","",65244806
2139786672,10.1007/s10618-006-0042-x,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,124101348
2147668304,10.1109/cube.2013.11,abaia,A223,agostinho baia,2222908628,9144984,"",41008148,111919701
2171736768,10.1007/11549468_108,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,31258907
2171736768,10.1007/11549468_108,afu,A321,ada waichee fu,2165551961,1699363,"","",11413529
2790036976,10.5220/0006649505110518,abah,A425,alassane bah,2124452581,144530029,"",41008148,115903868
1978972832,10.1007/s00446-007-0030-4,abui,A451,alain bui,2106754222,145475754,96226040,41008148,118615104
1550236514,10.1007/978-3-642-31567-1_18,aayoub,A261,ashraf ayoub,2069360286,153084029,"","",154945302
1550236514,10.1007/978-3-642-31567-1_18,aayoub,A261,ashraf ayoub,2069360286,153084029,"","",121684516
2017878651,10.1007/s11227-013-0886-y,abui,A451,alain bui,2106754222,145475754,1294671590,41008148,80444323
2017878651,10.1007/s11227-013-0886-y,abui,A451,alain bui,2106754222,145475754,"","",120314980
2069506987,10.1109/ncm.2009.185,abao,A552,anming bao,2106562300,2423763,19820366,41008148,91586092
2462153178,10.1016/s1353-4858(00)87248-7,awebb,A425,alison webb,2643036112,47862564,"",41008148,77088390
2462153178,10.1016/s1353-4858(00)87248-7,awebb,A425,alison webb,2643036112,47862564,"","",31258907
1573887271,10.1007/978-3-540-72847-4_63,abue,A423,alessio del bue,2053238798,8955013,"",33923547,31972630
1573887271,10.1007/978-3-540-72847-4_63,abue,A423,alessio del bue,2053238798,8955013,"","",154945302
1608578838,10.1007/978-3-540-74782-6_61,abue,A535,antonino lo bue,1988425457,2154608,179420787,41008148,136764020
1553775541,10.1007/11422778_120,aip,A453,alan t s ip,2143124463,22180249,177725633,41008148,120314980
1670265348,10.1007/978-3-642-40793-2_21,aayoub,A531,anaheed ayoub,1983713044,40422887,79576946,41008148,149635348
2754866436,10.1145/3128128.3128155,aafia,A134,abdellatif el afia,392158256,2693715,126477371,15744967,41895202
2980270332,10.1145/3357765.3359526,ahoff,A365,adrian hoff,2979908254,1390160579,94509681,41008148,115903868
1822485921,10.1109/dcc.2015.70,abowe,A421,alex bowe,2950184648,33616812,"",41008148,114614502
1983660339,10.1145/2145204.2145223,ahope,A422,alexis hope,2227295432,34851394,201448701,41008148,56739046
1983660339,10.1145/2145204.2145223,ahope,A422,alexis hope,2227295432,34851394,"","",49774154
1998341696,10.1145/2043652.2043654,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,80444323
1998341696,10.1145/2043652.2043654,afu,A321,ada waichee fu,2165551961,1699363,"","",126255220
2044741953,10.1145/1315843.1315855,apaya,A535,antonio soriano paya,2082656278,1784299,"",41008148,154945302
2044741953,10.1145/1315843.1315855,apaya,A535,antonio soriano paya,2082656278,1784299,"","",119857082
2089056180,10.1137/s0363012998335632,aioffe,A425,alexander d ioffe,2259961498,2115820,174306211,33923547,33577790
2098230708,10.1145/2038642.2038667,aayoub,A531,anaheed ayoub,1983713044,40422887,79576946,41008148,149635348
2098230708,10.1145/2038642.2038667,aayoub,A531,anaheed ayoub,1983713044,40422887,"","",200601418
2118028950,10.1287/orsc.11.2.197.12509,apye,A510,annie pye,2012531954,39866215,"",144024400,55587333
2118028950,10.1287/orsc.11.2.197.12509,apye,A510,annie pye,2012531954,39866215,"","",56739046
2157776318,10.1007/978-3-642-03770-2_32,avo,A510,anh vo,2110205775,144377377,223532165,41008148,199360897
1559188248,10.1007/978-3-540-85992-5_8,apfau,A536,andreas pfau,2632128111,49983246,"",41008148,107457646
1559188248,10.1007/978-3-540-85992-5_8,apfau,A536,andreas pfau,2632128111,49983246,"","",539667460
2016851614,10.1162/pres_a_00146,auva,A535,antonio emmanuele uva,2311808830,2178776,59361560,41008148,121684516
2156627217,10.1109/csse.2008.40,abao,A551,aimin bao,2227467172,152702317,116953780,41008148,56739046
2156627217,10.1109/csse.2008.40,abao,A551,aimin bao,2227467172,152702317,"","",110354214
1975234625,10.1109/iccvw.2013.71,abue,A423,alessio del bue,2053238798,8955013,"",41008148,31972630
1975234625,10.1109/iccvw.2013.71,abue,A423,alessio del bue,2053238798,8955013,"","",154945302
2026845003,10.1016/j.mee.2004.07.059,afuwa,A210,akio fuwa,2010787871,89483461,150744194,192562407,159985019
2070253883,10.1016/s0196-8858(03)00024-1,afu,A551,amy m fu,2144775945,3287156,205237279,33923547,134306372
2070253883,10.1016/s0196-8858(03)00024-1,afu,A551,amy m fu,2144775945,3287156,"","",28826006
2096886535,10.1109/titb.2007.897579,abui,A423,alex a t bui,2103684945,144217742,"",41008148,124101348
1978130313,10.1016/s0378-7206(79)80002-6,ahuff,A522,anne sigismund huff,2128274294,40022275,157725225,127413603,56739046
1978130313,10.1016/s0378-7206(79)80002-6,ahuff,A522,anne sigismund huff,2128274294,40022275,"","",539667460
2004793379,10.1145/1416950.1416955,awebb,A536,andrew m webb,2133413581,1863950,91045830,41008148,136764020
2004991431,10.1007/s10470-011-9620-y,aouahabi,A134,a ouahabi,2222113988,34944135,110017253,33923547,80444323
2015245064,10.1016/0016-0032(86)90025-6,abayya,A651,aruna bayya,2721853171,2851441,170201317,33923547,11413529
2028619072,10.1016/j.cam.2014.10.022,abhaya,A531,amit bhaya,318060835,3162283,122140584,33923547,28826006
2028619072,10.1016/j.cam.2014.10.022,abhaya,A531,amit bhaya,318060835,3162283,"","",126255220
2150585670,10.1109/igic.2011.6115115,ayip,A536,andrew yip,2697756295,145246220,"",41008148,121684516
2166830543,10.1109/ispdc.2014.13,apaya,A251,ashkan paya,2102202433,38133124,106165777,41008148,120314980
2166830543,10.1109/ispdc.2014.13,apaya,A251,ashkan paya,2102202433,38133124,"","",77088390
2247046231,10.1109/lcn.2015.7366281,aabu,A532,amuda james abu,2228658511,1993759,200769079,41008148,31258907
2883778521,10.1145/3230905.3230920,aafia,A134,abdellatif el afia,392158256,2693715,126477371,41008148,2522767166
1495344989,10.1007/978-3-642-25446-8_15,abue,A423,alessio del bue,2053238798,8955013,30771326,41008148,11413529
1495344989,10.1007/978-3-642-25446-8_15,abue,A423,alessio del bue,2053238798,8955013,"","",31972630
1495344989,10.1007/978-3-642-25446-8_15,abue,A423,alessio del bue,2053238798,8955013,"","",154945302
1526732247,10.1007/978-3-540-72849-8_28,abue,A423,alessio del bue,2053238798,8955013,118892805,33923547,154945302
1526732247,10.1007/978-3-540-72849-8_28,abue,A423,alessio del bue,2053238798,8955013,"","",31972630
2050564027,10.1080/01431161.2013.817715,ahovi,A651,aarne hovi,2131606106,3493309,133731052,33923547,62649853
2103647519,10.1109/jsac.2004.839391,ahevia,A425,alejandro hevia,2167224813,34673995,"",41008148,31258907
2118148984,10.1109/4233.826862,apay,A100,a pay,2335995796,145973327,"",41008148,136764020
2118148984,10.1109/4233.826862,apay,A100,a pay,2335995796,145973327,"","",49774154
2153790277,10.1109/tkde.2005.47,afu,A321,ada waichee fu,2165551961,1699363,177725633,41008148,154945302
2153790277,10.1109/tkde.2005.47,afu,A321,ada waichee fu,2165551961,1699363,"","",178980831
19671353,10.1007/bf03042320,aabe,A256,akinori abe,2616806934,39596534,2251713219,41008148,2522767166
2000266650,10.1109/tip.2007.908079,ayip,A535,andy m yip,2171023569,1955191,165932596,33923547,126255220
2105887724,10.1109/socinfo.2009.16,ahupa,A416,albert hupa,289267661,2458449,4654613,41008148,136764020
2132507155,10.1109/fskd.2008.490,apei,A515,anping pei,3062203734,2097569,"",205649164,124101348
2132507155,10.1109/fskd.2008.490,apei,A515,anping pei,3062203734,2097569,"","",166957645
2951412969,10.1145/3269978,afoi,A425,alessandro foi,2038193076,49390793,"",41008148,154945302
2951412969,10.1145/3269978,afoi,A425,alessandro foi,2038193076,49390793,"","",31972630
1995431173,10.1007/bf00363946,apooi,A100,a h pooi,2556283144,47729048,33849332,33923547,105795698
1995431173,10.1007/bf00363946,apooi,A100,a h pooi,2556283144,47729048,"","",28826006
2047875343,10.1109/cimsim.2011.32,aayob,A565,amran ayob,1986749322,47922987,"",41008148,126255220
2047875343,10.1109/cimsim.2011.32,aayob,A565,amran ayob,1986749322,47922987,"","",11413529
2549442933,10.1007/s10796-016-9726-y,avo,A100,au vo,2100732731,144007552,136722135,41008148,2522767166
2917705329,10.1145/3289402.3289519,aabyaa,A161,abir abyaa,2564094505,8543205,126477371,41008148,154945302
2917705329,10.1145/3289402.3289519,aabyaa,A161,abir abyaa,2564094505,8543205,"","",204321447
2061636684,10.1109/coginf.2007.4341884,afu,A521,ang fu,2225764464,30613700,158842170,33923547,118615104
2061636684,10.1109/coginf.2007.4341884,afu,A521,ang fu,2225764464,30613700,"","",80444323
2143993720,10.1109/ias.2009.160,aaiba,A231,akihito aiba,2222973444,2020744,201537933,41008148,178980831
2143993720,10.1109/ias.2009.160,aaiba,A231,akihito aiba,2222973444,2020744,"","",28490314
